benchmark,model,item_id,metric,jrt_gold,agc_judge_score,family
future_ideas,openai/gpt-5.4,id417,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.4,id447,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.4,id76,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.4-mini,id21,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-mini,id224,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-mini,id253,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-mini,id343,llm_judge_novelty,3,4.0,openai
future_ideas,openai/gpt-5.4-mini,id349,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-mini,id37,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.4-mini,id386,llm_judge_novelty,4,3.0,openai
future_ideas,openai/gpt-5.4-mini,id395,llm_judge_novelty,4,3.0,openai
future_ideas,openai/gpt-5.4-mini,id60,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-mini,id90,llm_judge_novelty,4,3.0,openai
future_ideas,openai/gpt-5.4-mini,id96,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-nano,id102,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.4-nano,id107,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.4-nano,id12,llm_judge_novelty,3,4.0,openai
future_ideas,openai/gpt-5.4-nano,id21,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-nano,id213,llm_judge_novelty,3,4.0,openai
future_ideas,openai/gpt-5.4-nano,id236,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-nano,id301,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.4-nano,id417,llm_judge_novelty,3,4.0,openai
future_ideas,openai/gpt-5.4-nano,id54,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.5,id113,llm_judge_novelty,3,4.0,openai
future_ideas,openai/gpt-5.5,id171,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.5,id21,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.5,id219,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.5,id224,llm_judge_novelty,4,4.0,openai
future_ideas,openai/gpt-5.5,id253,llm_judge_novelty,3,3.0,openai
future_ideas,openai/gpt-5.5,id349,llm_judge_novelty,3,3.0,openai
future_ideas,qwen/qwen-turbo,id10,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id102,llm_judge_novelty,3,4.0,qwen
future_ideas,qwen/qwen-turbo,id113,llm_judge_novelty,4,3.0,qwen
future_ideas,qwen/qwen-turbo,id253,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id271,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id300,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id311,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id349,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id366,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id395,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id417,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen-turbo,id76,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen3-14b,id213,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen3-14b,id220,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen3-14b,id224,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-14b,id311,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-14b,id343,llm_judge_novelty,3,4.0,qwen
future_ideas,qwen/qwen3-14b,id37,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-14b,id386,llm_judge_novelty,3,4.0,qwen
future_ideas,qwen/qwen3-14b,id60,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen3-14b,id76,llm_judge_novelty,3,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id12,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id155,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id164,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id221,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id224,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id271,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id309,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id328,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id349,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id372,llm_judge_novelty,5,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id423,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3-next-80b-a3b-instruct,id60,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id155,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id171,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id236,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id301,llm_judge_novelty,3,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id309,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id311,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id349,llm_judge_novelty,3,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id372,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id383,llm_judge_novelty,4,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id60,llm_judge_novelty,3,3.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id76,llm_judge_novelty,3,4.0,qwen
future_ideas,qwen/qwen3.5-flash-02-23,id96,llm_judge_novelty,3,4.0,qwen
future_ideas,tencent/hunyuan-a13b-instruct,id102,llm_judge_novelty,2,3.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id122,llm_judge_novelty,3,3.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id221,llm_judge_novelty,3,3.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id271,llm_judge_novelty,2,2.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id311,llm_judge_novelty,4,3.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id339,llm_judge_novelty,4,3.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id421,llm_judge_novelty,3,3.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id457,llm_judge_novelty,3,3.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id54,llm_judge_novelty,3,3.0,tencent
future_ideas,tencent/hunyuan-a13b-instruct,id76,llm_judge_novelty,4,3.0,tencent
future_ideas,z-ai/glm-4.5v,id10,llm_judge_novelty,2,3.0,z-ai
future_ideas,z-ai/glm-4.5v,id113,llm_judge_novelty,3,4.0,z-ai
future_ideas,z-ai/glm-4.5v,id12,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.5v,id21,llm_judge_novelty,3,4.0,z-ai
future_ideas,z-ai/glm-4.5v,id213,llm_judge_novelty,3,4.0,z-ai
future_ideas,z-ai/glm-4.5v,id220,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.5v,id311,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.5v,id395,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.5v,id457,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.5v,id90,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.6,id10,llm_judge_novelty,3,4.0,z-ai
future_ideas,z-ai/glm-4.6,id164,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-4.6,id249,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.6,id309,llm_judge_novelty,3,4.0,z-ai
future_ideas,z-ai/glm-4.6,id343,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.6,id37,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-4.6,id421,llm_judge_novelty,3,4.0,z-ai
future_ideas,z-ai/glm-4.6,id447,llm_judge_novelty,3,4.0,z-ai
future_ideas,z-ai/glm-4.7,id1,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.7,id102,llm_judge_novelty,4,3.0,z-ai
future_ideas,z-ai/glm-4.7,id122,llm_judge_novelty,4,3.0,z-ai
future_ideas,z-ai/glm-4.7,id221,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.7,id249,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.7,id301,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.7,id326,llm_judge_novelty,4,3.0,z-ai
future_ideas,z-ai/glm-4.7,id328,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.7,id349,llm_judge_novelty,3,3.0,z-ai
future_ideas,z-ai/glm-4.7,id366,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-4.7,id421,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5-turbo,id164,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5-turbo,id236,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5-turbo,id249,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5-turbo,id328,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5-turbo,id417,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5-turbo,id421,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5-turbo,id54,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5-turbo,id78,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5.1,id12,llm_judge_novelty,3,4.0,z-ai
future_ideas,z-ai/glm-5.1,id171,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5.1,id219,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5.1,id247,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5.1,id249,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5.1,id300,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5.1,id326,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5.1,id37,llm_judge_novelty,4,4.0,z-ai
future_ideas,z-ai/glm-5.1,id76,llm_judge_novelty,4,4.0,z-ai
hypogen,ai21/jamba-large-1.7,hypogen_11,hypogen_proxy_novelty,2,3.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_13,hypogen_proxy_novelty,2,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_18,hypogen_proxy_novelty,3,3.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_2,hypogen_proxy_novelty,2,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_23,hypogen_proxy_novelty,3,3.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_27,hypogen_proxy_novelty,3,3.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_30,hypogen_proxy_novelty,2,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_34,hypogen_proxy_novelty,2,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_40,hypogen_proxy_novelty,3,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_41,hypogen_proxy_novelty,2,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_42,hypogen_proxy_novelty,2,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_45,hypogen_proxy_novelty,2,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_47,hypogen_proxy_novelty,2,2.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_49,hypogen_proxy_novelty,4,3.0,ai21
hypogen,ai21/jamba-large-1.7,hypogen_7,hypogen_proxy_novelty,2,2.0,ai21
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_13,hypogen_proxy_novelty,3,3.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_16,hypogen_proxy_novelty,3,2.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_21,hypogen_proxy_novelty,3,3.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_28,hypogen_proxy_novelty,2,2.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_32,hypogen_proxy_novelty,2,3.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_35,hypogen_proxy_novelty,3,4.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_40,hypogen_proxy_novelty,3,3.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_44,hypogen_proxy_novelty,3,3.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_5,hypogen_proxy_novelty,1,2.0,allenai
hypogen,allenai/olmo-3.1-32b-instruct,hypogen_7,hypogen_proxy_novelty,2,2.0,allenai
hypogen,amazon/nova-2-lite-v1,hypogen_10,hypogen_proxy_novelty,3,2.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_13,hypogen_proxy_novelty,1,2.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_16,hypogen_proxy_novelty,3,3.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_2,hypogen_proxy_novelty,3,2.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_28,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_29,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_36,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_42,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_49,hypogen_proxy_novelty,4,4.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_6,hypogen_proxy_novelty,2,3.0,amazon
hypogen,amazon/nova-2-lite-v1,hypogen_9,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_10,hypogen_proxy_novelty,2,3.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_12,hypogen_proxy_novelty,3,2.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_17,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_3,hypogen_proxy_novelty,2,3.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_34,hypogen_proxy_novelty,1,2.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_35,hypogen_proxy_novelty,2,3.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_37,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_39,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_41,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_43,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-lite-v1,hypogen_7,hypogen_proxy_novelty,3,3.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_15,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_17,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_2,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_21,hypogen_proxy_novelty,1,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_24,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_25,hypogen_proxy_novelty,1,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_34,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_38,hypogen_proxy_novelty,3,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_41,hypogen_proxy_novelty,1,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_45,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_46,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-micro-v1,hypogen_6,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_1,hypogen_proxy_novelty,3,2.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_21,hypogen_proxy_novelty,3,2.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_22,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_26,hypogen_proxy_novelty,1,2.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_28,hypogen_proxy_novelty,3,3.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_31,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_46,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_8,hypogen_proxy_novelty,2,2.0,amazon
hypogen,amazon/nova-pro-v1,hypogen_9,hypogen_proxy_novelty,2,2.0,amazon
hypogen,anthropic/claude-3.7-sonnet,hypogen_0,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-3.7-sonnet,hypogen_18,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-3.7-sonnet,hypogen_20,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-3.7-sonnet,hypogen_26,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-3.7-sonnet,hypogen_4,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-3.7-sonnet,hypogen_47,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-3.7-sonnet,hypogen_48,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-3.7-sonnet,hypogen_7,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-3.7-sonnet,hypogen_8,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-haiku-4.5,hypogen_1,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-haiku-4.5,hypogen_12,hypogen_proxy_novelty,2,3.0,anthropic
hypogen,anthropic/claude-haiku-4.5,hypogen_22,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-haiku-4.5,hypogen_30,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-haiku-4.5,hypogen_36,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-haiku-4.5,hypogen_38,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-haiku-4.5,hypogen_40,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-haiku-4.5,hypogen_5,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-opus-4.6,hypogen_1,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-opus-4.6,hypogen_16,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-opus-4.6,hypogen_29,hypogen_proxy_novelty,1,2.0,anthropic
hypogen,anthropic/claude-opus-4.6,hypogen_32,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-opus-4.6,hypogen_33,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-opus-4.6,hypogen_34,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-opus-4.6,hypogen_39,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-opus-4.6,hypogen_48,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_0,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_10,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_11,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_19,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_27,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_31,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_33,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_34,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_35,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_4,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_46,hypogen_proxy_novelty,1,2.0,anthropic
hypogen,anthropic/claude-opus-4.6-fast,hypogen_8,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_1,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_16,hypogen_proxy_novelty,2,3.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_20,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_23,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_29,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_30,hypogen_proxy_novelty,2,2.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_36,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_37,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_45,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-opus-4.7,hypogen_6,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_15,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_16,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_18,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_19,hypogen_proxy_novelty,3,4.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_2,hypogen_proxy_novelty,1,2.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_28,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_3,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_34,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_37,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-sonnet-4,hypogen_40,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_0,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_1,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_11,hypogen_proxy_novelty,3,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_16,hypogen_proxy_novelty,3,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_24,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_28,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_31,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_39,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_40,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_5,hypogen_proxy_novelty,3,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.5,hypogen_8,hypogen_proxy_novelty,3,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_2,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_23,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_24,hypogen_proxy_novelty,3,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_29,hypogen_proxy_novelty,4,3.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_3,hypogen_proxy_novelty,3,2.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_33,hypogen_proxy_novelty,3,3.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_34,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_35,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_45,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,anthropic/claude-sonnet-4.6,hypogen_7,hypogen_proxy_novelty,4,4.0,anthropic
hypogen,arcee-ai/trinity-large-preview,hypogen_12,hypogen_proxy_novelty,2,2.0,arcee-ai
hypogen,arcee-ai/trinity-large-preview,hypogen_20,hypogen_proxy_novelty,3,3.0,arcee-ai
hypogen,arcee-ai/trinity-large-preview,hypogen_23,hypogen_proxy_novelty,2,2.0,arcee-ai
hypogen,arcee-ai/trinity-large-preview,hypogen_24,hypogen_proxy_novelty,2,2.0,arcee-ai
hypogen,arcee-ai/trinity-large-preview,hypogen_25,hypogen_proxy_novelty,2,2.0,arcee-ai
hypogen,arcee-ai/trinity-large-preview,hypogen_29,hypogen_proxy_novelty,1,2.0,arcee-ai
hypogen,arcee-ai/trinity-large-preview,hypogen_35,hypogen_proxy_novelty,2,3.0,arcee-ai
hypogen,arcee-ai/trinity-large-preview,hypogen_46,hypogen_proxy_novelty,2,2.0,arcee-ai
hypogen,arcee-ai/trinity-large-preview,hypogen_7,hypogen_proxy_novelty,2,3.0,arcee-ai
hypogen,baidu/ernie-4.5-300b-a47b,hypogen_12,hypogen_proxy_novelty,4,3.0,baidu
hypogen,baidu/ernie-4.5-300b-a47b,hypogen_34,hypogen_proxy_novelty,2,2.0,baidu
hypogen,baidu/ernie-4.5-300b-a47b,hypogen_42,hypogen_proxy_novelty,4,3.0,baidu
hypogen,baidu/ernie-4.5-300b-a47b,hypogen_43,hypogen_proxy_novelty,2,2.0,baidu
hypogen,baidu/ernie-4.5-300b-a47b,hypogen_45,hypogen_proxy_novelty,2,2.0,baidu
hypogen,baidu/ernie-4.5-vl-424b-a47b,hypogen_20,hypogen_proxy_novelty,3,3.0,baidu
